epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,8265.55,0.60451,0.40553,0.96885,0.98839,0.98127,0.99313,0.9022,0.22009,0.43172,0.43065,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,8329.05,0.59273,0.39857,0.95974,0.98836,0.98127,0.99315,0.90304,0.21952,0.4299,0.43033,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,8392.43,0.59996,0.39975,0.96568,0.98829,0.98127,0.99314,0.90325,0.21909,0.42605,0.43004,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,8455.85,0.60052,0.39535,0.96476,0.98846,0.98127,0.99315,0.90374,0.21861,0.42083,0.42975,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,8519.36,0.5908,0.39446,0.95977,0.98878,0.98145,0.9932,0.90341,0.21821,0.41685,0.42948,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,8581.87,0.59677,0.39491,0.96404,0.98865,0.98171,0.99322,0.9045,0.21769,0.4132,0.4292,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,8644.81,0.59356,0.40075,0.96377,0.98838,0.98171,0.99324,0.90445,0.21724,0.41072,0.42896,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,8707.83,0.59455,0.39941,0.9617,0.98923,0.98171,0.99325,0.90451,0.21672,0.40844,0.42861,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,8771.17,0.59066,0.3913,0.96049,0.98933,0.98164,0.99327,0.90423,0.21624,0.40448,0.42828,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,8834.51,0.57721,0.38403,0.95178,0.98935,0.98159,0.99331,0.90494,0.21563,0.40126,0.42793,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,8897.89,0.5756,0.38655,0.94817,0.98936,0.98182,0.99334,0.90508,0.21494,0.39861,0.42755,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,8961.32,0.5737,0.38479,0.95286,0.98938,0.9818,0.99337,0.90519,0.21433,0.39367,0.42719,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,9024.85,0.58006,0.38671,0.95225,0.98939,0.98194,0.99338,0.90575,0.21373,0.39046,0.42682,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,9086.6,0.56826,0.3775,0.95056,0.98941,0.98216,0.99341,0.90634,0.21309,0.38751,0.42644,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,9149.92,0.5711,0.38029,0.95213,0.98946,0.98204,0.99343,0.90687,0.21254,0.38374,0.4261,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,9213.36,0.57162,0.37764,0.95033,0.98947,0.98254,0.99348,0.90735,0.21202,0.38087,0.42575,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,9276.81,0.55745,0.37789,0.94646,0.98948,0.98254,0.99351,0.90829,0.21144,0.3768,0.42543,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,9340.25,0.56499,0.37137,0.9475,0.98927,0.98216,0.99353,0.90857,0.2109,0.37352,0.42508,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,9403.69,0.56696,0.37625,0.94786,0.98957,0.98247,0.99357,0.90919,0.21045,0.36993,0.42477,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,9467.34,0.56046,0.37425,0.94439,0.98975,0.98215,0.99359,0.90845,0.20993,0.36498,0.42444,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,9530.82,0.55081,0.36586,0.94261,0.99003,0.98238,0.99362,0.90916,0.20956,0.36118,0.42416,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,9594.12,0.55292,0.36977,0.94169,0.99003,0.9824,0.99366,0.90907,0.20907,0.35688,0.42384,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,9658.17,0.5513,0.36659,0.94105,0.99013,0.98214,0.99366,0.90968,0.20839,0.35376,0.42342,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,9722.12,0.54753,0.36401,0.9386,0.99048,0.9823,0.99369,0.90995,0.20789,0.35212,0.42308,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,9785.85,0.54585,0.36209,0.93709,0.99048,0.98236,0.99369,0.91061,0.20743,0.34955,0.42277,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,9849.47,0.53592,0.35657,0.93544,0.99047,0.98206,0.99371,0.91062,0.20696,0.34705,0.42249,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,9913.17,0.53135,0.35403,0.93312,0.99047,0.98218,0.99375,0.9111,0.20654,0.34513,0.42219,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,9977.15,0.53867,0.35928,0.93705,0.99048,0.98242,0.99379,0.91125,0.206,0.34148,0.42188,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,10040.9,0.53176,0.35514,0.93121,0.99093,0.9827,0.99379,0.91183,0.20537,0.3403,0.42145,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,10104.6,0.53315,0.35406,0.93441,0.99137,0.98247,0.9938,0.91204,0.2048,0.33644,0.42112,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,10168.1,0.52526,0.35646,0.93089,0.99137,0.98232,0.99381,0.91278,0.20418,0.33441,0.42074,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,10231.8,0.52388,0.34999,0.93023,0.99136,0.9816,0.99383,0.91305,0.20374,0.3324,0.42045,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,10295.4,0.5224,0.34637,0.93061,0.99135,0.98156,0.99383,0.91307,0.2031,0.33058,0.42008,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,10359,0.51443,0.34845,0.92533,0.99136,0.98156,0.99384,0.91344,0.20253,0.32722,0.41978,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,10422.5,0.51014,0.33969,0.92553,0.99136,0.98179,0.99387,0.91359,0.20201,0.32498,0.41948,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,10486.2,0.50802,0.34012,0.92371,0.99137,0.98224,0.99388,0.91365,0.20141,0.32272,0.41914,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,10549.5,0.5019,0.33418,0.92012,0.98976,0.98338,0.9939,0.91427,0.20071,0.31955,0.41873,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,10612.8,0.51145,0.34263,0.92515,0.98952,0.98337,0.99393,0.91474,0.2002,0.3172,0.41838,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,10675.9,0.50717,0.3435,0.92355,0.98874,0.98428,0.99395,0.91582,0.19958,0.31412,0.41802,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,10739.3,0.49815,0.34095,0.9198,0.98788,0.98455,0.99398,0.91576,0.19896,0.31112,0.41764,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,10802.2,0.49536,0.33325,0.91629,0.98788,0.98464,0.99398,0.91603,0.19839,0.30748,0.41729,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,10862.8,0.49174,0.33478,0.91638,0.98831,0.98427,0.99399,0.91636,0.19767,0.30405,0.41689,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,10923.1,0.49884,0.33875,0.91753,0.98879,0.98425,0.99401,0.91703,0.19703,0.30083,0.41652,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,10985.7,0.48656,0.32996,0.91874,0.9891,0.98426,0.99406,0.91715,0.19639,0.29845,0.41615,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,11049.1,0.47951,0.32749,0.90915,0.99145,0.98242,0.99408,0.91777,0.1957,0.29616,0.41576,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,11112.6,0.47456,0.32385,0.90744,0.99145,0.98244,0.99411,0.91896,0.19502,0.2937,0.41539,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,11176,0.46933,0.31842,0.90543,0.99145,0.98244,0.99411,0.9191,0.19445,0.29145,0.41506,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,11239.6,0.47178,0.32227,0.90624,0.99145,0.98263,0.99413,0.91985,0.1938,0.28818,0.41468,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,11303,0.46967,0.31706,0.90387,0.98944,0.98426,0.99414,0.91984,0.19309,0.2854,0.4143,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,11365.8,0.46232,0.31498,0.90275,0.98967,0.98447,0.99415,0.9203,0.19248,0.28087,0.41396,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,11429,0.45834,0.30896,0.89807,0.98968,0.98506,0.99416,0.92129,0.19183,0.27766,0.4136,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,11492.7,0.45872,0.31663,0.89863,0.98965,0.98515,0.99416,0.92203,0.19119,0.27442,0.41325,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,11556.1,0.46269,0.31536,0.90426,0.98962,0.98515,0.99417,0.92257,0.19056,0.27202,0.41287,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,11620,0.45603,0.31154,0.90085,0.98961,0.98515,0.99418,0.92277,0.18987,0.26781,0.4125,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,11683.9,0.45351,0.3108,0.8985,0.98961,0.98515,0.99419,0.92251,0.18939,0.26259,0.41221,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,11747.6,0.44725,0.30547,0.89901,0.98963,0.98515,0.9942,0.92335,0.18876,0.25853,0.41185,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,11811.6,0.44935,0.30633,0.89988,0.98969,0.9853,0.99421,0.9231,0.18803,0.25563,0.41146,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,11875.2,0.44101,0.30302,0.89457,0.98969,0.98537,0.99423,0.92397,0.18746,0.25208,0.41113,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,11939.2,0.39591,0.23303,0.89047,0.98946,0.98515,0.99427,0.92456,0.18678,0.25018,0.41071,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,12002.2,0.37278,0.22506,0.88184,0.98968,0.98541,0.99427,0.92459,0.18608,0.24783,0.41031,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,12065.3,0.35739,0.21663,0.87065,0.98968,0.98538,0.99429,0.92494,0.18545,0.24439,0.40992,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,12128.2,0.34887,0.21335,0.86496,0.98967,0.98553,0.9943,0.92624,0.18466,0.24172,0.40948,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,12190.9,0.34504,0.21441,0.86937,0.98755,0.98872,0.99433,0.92634,0.18389,0.23897,0.40904,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,12254.2,0.33924,0.2092,0.86224,0.98967,0.98628,0.99434,0.92734,0.18308,0.23618,0.40861,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,12317.2,0.33105,0.21188,0.8577,0.98966,0.98627,0.99435,0.92681,0.18238,0.2338,0.40818,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,12380.2,0.33356,0.20789,0.86263,0.98782,0.98872,0.99436,0.92816,0.18171,0.23154,0.40776,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,12443.2,0.32709,0.20302,0.8623,0.98784,0.98872,0.99436,0.92842,0.18097,0.22926,0.4073,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,12506.3,0.32487,0.20439,0.85974,0.9883,0.98818,0.99436,0.9284,0.18021,0.22693,0.40687,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
